SOURCE_ID	RA_J2000 [deg]	Dec_J2000 [deg]	Flux_140_MHz [Jy]	Flux_140.2_MHz [Jy]	Flux_140.4_MHz [Jy]	Flux_140.6_MHz [Jy]	Flux_140.8_MHz [Jy]	Flux_141_MHz [Jy]	Flux_141.2_MHz [Jy]	Flux_141.4_MHz [Jy]	Flux_141.6_MHz [Jy]	Flux_141.8_MHz [Jy]	Flux_142_MHz [Jy]	Flux_142.2_MHz [Jy]	Flux_142.4_MHz [Jy]	Flux_142.6_MHz [Jy]	Flux_142.8_MHz [Jy]	Flux_143_MHz [Jy]	Flux_143.2_MHz [Jy]	Flux_143.4_MHz [Jy]	Flux_143.6_MHz [Jy]	Flux_143.8_MHz [Jy]	Flux_144_MHz [Jy]	Flux_144.2_MHz [Jy]	Flux_144.4_MHz [Jy]	Flux_144.6_MHz [Jy]	Flux_144.8_MHz [Jy]	Flux_145_MHz [Jy]	Flux_145.2_MHz [Jy]	Flux_145.4_MHz [Jy]	Flux_145.6_MHz [Jy]	Flux_145.8_MHz [Jy]	Flux_146_MHz [Jy]	Flux_146.2_MHz [Jy]	Flux_146.4_MHz [Jy]	Flux_146.6_MHz [Jy]	Flux_146.8_MHz [Jy]	Flux_147_MHz [Jy]	Flux_147.2_MHz [Jy]	Flux_147.4_MHz [Jy]	Flux_147.6_MHz [Jy]	Flux_147.8_MHz [Jy]	Flux_148_MHz [Jy]	Flux_148.2_MHz [Jy]	Flux_148.4_MHz [Jy]	Flux_148.6_MHz [Jy]	Flux_148.8_MHz [Jy]	Flux_149_MHz [Jy]	Flux_149.2_MHz [Jy]	Flux_149.4_MHz [Jy]	Flux_149.6_MHz [Jy]	Flux_149.8_MHz [Jy]	Flux_150_MHz [Jy]	Flux_150.2_MHz [Jy]	Flux_150.4_MHz [Jy]	Flux_150.6_MHz [Jy]	Flux_150.8_MHz [Jy]	Flux_151_MHz [Jy]	Flux_151.2_MHz [Jy]	Flux_151.4_MHz [Jy]	Flux_151.6_MHz [Jy]	Flux_151.8_MHz [Jy]	Flux_152_MHz [Jy]	Flux_152.2_MHz [Jy]	Flux_152.4_MHz [Jy]	Flux_152.6_MHz [Jy]	Flux_152.8_MHz [Jy]	Flux_153_MHz [Jy]	Flux_153.2_MHz [Jy]	Flux_153.4_MHz [Jy]	Flux_153.6_MHz [Jy]	Flux_153.8_MHz [Jy]	Flux_154_MHz [Jy]	Flux_154.2_MHz [Jy]	Flux_154.4_MHz [Jy]	Flux_154.6_MHz [Jy]	Flux_154.8_MHz [Jy]	Flux_155_MHz [Jy]	Flux_155.2_MHz [Jy]	Flux_155.4_MHz [Jy]	Flux_155.6_MHz [Jy]	Flux_155.8_MHz [Jy]	Flux_156_MHz [Jy]	Flux_156.2_MHz [Jy]	Flux_156.4_MHz [Jy]	Flux_156.6_MHz [Jy]	Flux_156.8_MHz [Jy]	Flux_157_MHz [Jy]	Flux_157.2_MHz [Jy]	Flux_157.4_MHz [Jy]	Flux_157.6_MHz [Jy]	Flux_157.8_MHz [Jy]	Flux_158_MHz [Jy]	Flux_158.2_MHz [Jy]	Flux_158.4_MHz [Jy]	Flux_158.6_MHz [Jy]	Flux_158.8_MHz [Jy]	Flux_159_MHz [Jy]	Flux_159.2_MHz [Jy]	Flux_159.4_MHz [Jy]	Flux_159.6_MHz [Jy]	Flux_159.8_MHz [Jy]
mock104	37.77923749	66.26246888	0.01198570	0.01195556	0.01192555	0.01189564	0.01186586	0.01183619	0.01180664	0.01177721	0.01174789	0.01171868	0.01168959	0.01166061	0.01163174	0.01160299	0.01157434	0.01154581	0.01151739	0.01148907	0.01146087	0.01143277	0.01140478	0.01137690	0.01134913	0.01132146	0.01129390	0.01126644	0.01123908	0.01121183	0.01118469	0.01115764	0.01113070	0.01110386	0.01107713	0.01105049	0.01102395	0.01099751	0.01097118	0.01094494	0.01091880	0.01089275	0.01086681	0.01084096	0.01081520	0.01078955	0.01076398	0.01073852	0.01071314	0.01068786	0.01066268	0.01063758	0.01061258	0.01058767	0.01056286	0.01053813	0.01051349	0.01048895	0.01046449	0.01044013	0.01041585	0.01039166	0.01036756	0.01034354	0.01031962	0.01029577	0.01027202	0.01024835	0.01022477	0.01020127	0.01017786	0.01015453	0.01013128	0.01010812	0.01008504	0.01006204	0.01003913	0.01001629	0.00999354	0.00997087	0.00994828	0.00992577	0.00990334	0.00988098	0.00985871	0.00983652	0.00981440	0.00979236	0.00977040	0.00974852	0.00972671	0.00970498	0.00968333	0.00966175	0.00964024	0.00961881	0.00959746	0.00957618	0.00955497	0.00953384	0.00951278	0.00949179
mock105	109.33275238	14.44441499	0.00257735	0.00256644	0.00255558	0.00254479	0.00253406	0.00252339	0.00251278	0.00250222	0.00249173	0.00248130	0.00247092	0.00246060	0.00245034	0.00244014	0.00242999	0.00241990	0.00240987	0.00239989	0.00238997	0.00238010	0.00237029	0.00236053	0.00235082	0.00234117	0.00233156	0.00232202	0.00231252	0.00230308	0.00229368	0.00228434	0.00227505	0.00226581	0.00225662	0.00224748	0.00223839	0.00222935	0.00222036	0.00221141	0.00220251	0.00219367	0.00218486	0.00217611	0.00216740	0.00215874	0.00215013	0.00214156	0.00213303	0.00212456	0.00211612	0.00210773	0.00209939	0.00209109	0.00208283	0.00207462	0.00206645	0.00205833	0.00205024	0.00204220	0.00203420	0.00202624	0.00201833	0.00201045	0.00200262	0.00199483	0.00198707	0.00197936	0.00197169	0.00196406	0.00195646	0.00194891	0.00194139	0.00193392	0.00192648	0.00191908	0.00191172	0.00190439	0.00189711	0.00188986	0.00188264	0.00187547	0.00186833	0.00186123	0.00185416	0.00184713	0.00184013	0.00183317	0.00182625	0.00181936	0.00181250	0.00180568	0.00179889	0.00179214	0.00178542	0.00177874	0.00177208	0.00176547	0.00175888	0.00175233	0.00174581	0.00173932
mock106	118.00598832	75.93725381	0.00170606	0.00170054	0.00169505	0.00168959	0.00168414	0.00167873	0.00167334	0.00166797	0.00166263	0.00165731	0.00165202	0.00164675	0.00164151	0.00163629	0.00163109	0.00162592	0.00162077	0.00161565	0.00161054	0.00160547	0.00160041	0.00159538	0.00159037	0.00158538	0.00158042	0.00157547	0.00157055	0.00156565	0.00156078	0.00155592	0.00155109	0.00154628	0.00154149	0.00153672	0.00153198	0.00152725	0.00152255	0.00151786	0.00151320	0.00150856	0.00150393	0.00149933	0.00149475	0.00149019	0.00148565	0.00148113	0.00147662	0.00147214	0.00146768	0.00146324	0.00145881	0.00145441	0.00145002	0.00144566	0.00144131	0.00143698	0.00143267	0.00142838	0.00142411	0.00141985	0.00141562	0.00141140	0.00140720	0.00140302	0.00139885	0.00139471	0.00139058	0.00138647	0.00138238	0.00137830	0.00137424	0.00137020	0.00136618	0.00136217	0.00135818	0.00135420	0.00135025	0.00134631	0.00134238	0.00133848	0.00133458	0.00133071	0.00132685	0.00132301	0.00131918	0.00131537	0.00131158	0.00130780	0.00130404	0.00130029	0.00129656	0.00129284	0.00128914	0.00128545	0.00128178	0.00127813	0.00127448	0.00127086	0.00126725	0.00126365
mock107	13.83641129	9.09956216	0.00607019	0.00605384	0.00603756	0.00602135	0.00600520	0.00598912	0.00597311	0.00595716	0.00594128	0.00592546	0.00590970	0.00589401	0.00587839	0.00586282	0.00584732	0.00583188	0.00581651	0.00580119	0.00578594	0.00577075	0.00575562	0.00574055	0.00572554	0.00571059	0.00569570	0.00568087	0.00566610	0.00565139	0.00563673	0.00562213	0.00560759	0.00559311	0.00557869	0.00556432	0.00555001	0.00553576	0.00552156	0.00550741	0.00549333	0.00547929	0.00546531	0.00545139	0.00543752	0.00542371	0.00540994	0.00539624	0.00538258	0.00536898	0.00535543	0.00534193	0.00532848	0.00531509	0.00530174	0.00528845	0.00527521	0.00526202	0.00524888	0.00523579	0.00522275	0.00520976	0.00519682	0.00518393	0.00517109	0.00515829	0.00514555	0.00513285	0.00512020	0.00510759	0.00509504	0.00508253	0.00507007	0.00505766	0.00504529	0.00503297	0.00502069	0.00500846	0.00499628	0.00498414	0.00497204	0.00495999	0.00494799	0.00493603	0.00492411	0.00491224	0.00490041	0.00488862	0.00487688	0.00486518	0.00485353	0.00484191	0.00483034	0.00481882	0.00480733	0.00479588	0.00478448	0.00477312	0.00476180	0.00475052	0.00473928	0.00472808
mock108	105.82074152	51.80706659	0.00094053	0.00093867	0.00093683	0.00093499	0.00093316	0.00093133	0.00092951	0.00092770	0.00092589	0.00092408	0.00092229	0.00092050	0.00091871	0.00091694	0.00091516	0.00091340	0.00091164	0.00090988	0.00090813	0.00090639	0.00090465	0.00090292	0.00090119	0.00089947	0.00089776	0.00089605	0.00089435	0.00089265	0.00089096	0.00088927	0.00088759	0.00088591	0.00088424	0.00088258	0.00088092	0.00087927	0.00087762	0.00087597	0.00087434	0.00087270	0.00087107	0.00086945	0.00086784	0.00086622	0.00086462	0.00086301	0.00086142	0.00085983	0.00085824	0.00085666	0.00085508	0.00085351	0.00085194	0.00085038	0.00084883	0.00084727	0.00084573	0.00084419	0.00084265	0.00084112	0.00083959	0.00083807	0.00083655	0.00083504	0.00083353	0.00083202	0.00083052	0.00082903	0.00082754	0.00082606	0.00082457	0.00082310	0.00082163	0.00082016	0.00081870	0.00081724	0.00081579	0.00081434	0.00081289	0.00081145	0.00081002	0.00080859	0.00080716	0.00080574	0.00080432	0.00080290	0.00080149	0.00080009	0.00079869	0.00079729	0.00079590	0.00079451	0.00079312	0.00079174	0.00079037	0.00078900	0.00078763	0.00078626	0.00078490	0.00078355
mock109	72.45846346	-35.78990377	0.04868084	0.04851264	0.04834527	0.04817871	0.04801295	0.04784801	0.04768386	0.04752050	0.04735794	0.04719616	0.04703516	0.04687493	0.04671547	0.04655678	0.04639885	0.04624168	0.04608525	0.04592957	0.04577464	0.04562044	0.04546697	0.04531423	0.04516222	0.04501092	0.04486034	0.04471047	0.04456131	0.04441285	0.04426508	0.04411801	0.04397163	0.04382593	0.04368092	0.04353658	0.04339291	0.04324992	0.04310759	0.04296591	0.04282490	0.04268454	0.04254482	0.04240576	0.04226733	0.04212954	0.04199238	0.04185586	0.04171996	0.04158468	0.04145002	0.04131598	0.04118254	0.04104972	0.04091750	0.04078588	0.04065486	0.04052443	0.04039459	0.04026534	0.04013667	0.04000859	0.03988107	0.03975414	0.03962777	0.03950197	0.03937673	0.03925205	0.03912793	0.03900436	0.03888134	0.03875887	0.03863695	0.03851556	0.03839472	0.03827440	0.03815462	0.03803537	0.03791665	0.03779845	0.03768076	0.03756360	0.03744694	0.03733080	0.03721517	0.03710004	0.03698542	0.03687129	0.03675766	0.03664453	0.03653188	0.03641973	0.03630806	0.03619687	0.03608617	0.03597594	0.03586619	0.03575690	0.03564809	0.03553975	0.03543187	0.03532445
mock110	63.66966849	64.12368466	0.00150883	0.00150456	0.00150032	0.00149609	0.00149188	0.00148769	0.00148351	0.00147936	0.00147522	0.00147110	0.00146699	0.00146290	0.00145883	0.00145478	0.00145074	0.00144672	0.00144272	0.00143873	0.00143476	0.00143081	0.00142687	0.00142295	0.00141905	0.00141516	0.00141129	0.00140743	0.00140359	0.00139977	0.00139596	0.00139216	0.00138838	0.00138462	0.00138087	0.00137714	0.00137342	0.00136972	0.00136604	0.00136236	0.00135871	0.00135506	0.00135144	0.00134782	0.00134422	0.00134064	0.00133707	0.00133351	0.00132997	0.00132645	0.00132293	0.00131943	0.00131595	0.00131248	0.00130902	0.00130557	0.00130214	0.00129873	0.00129532	0.00129193	0.00128856	0.00128519	0.00128184	0.00127850	0.00127518	0.00127187	0.00126857	0.00126529	0.00126201	0.00125875	0.00125551	0.00125227	0.00124905	0.00124584	0.00124264	0.00123946	0.00123629	0.00123312	0.00122998	0.00122684	0.00122372	0.00122060	0.00121750	0.00121441	0.00121134	0.00120827	0.00120522	0.00120218	0.00119915	0.00119613	0.00119312	0.00119013	0.00118714	0.00118417	0.00118120	0.00117825	0.00117531	0.00117238	0.00116947	0.00116656	0.00116366	0.00116078
mock111	52.97997695	58.80550127	0.77283879	0.77018669	0.76754746	0.76492100	0.76230725	0.75970612	0.75711753	0.75454141	0.75197767	0.74942625	0.74688706	0.74436003	0.74184508	0.73934215	0.73685114	0.73437200	0.73190465	0.72944901	0.72700502	0.72457260	0.72215169	0.71974220	0.71734408	0.71495725	0.71258165	0.71021720	0.70786384	0.70552150	0.70319011	0.70086961	0.69855994	0.69626102	0.69397280	0.69169521	0.68942818	0.68717165	0.68492556	0.68268985	0.68046445	0.67824930	0.67604435	0.67384952	0.67166477	0.66949003	0.66732525	0.66517035	0.66302529	0.66089001	0.65876445	0.65664855	0.65454225	0.65244551	0.65035825	0.64828044	0.64621201	0.64415291	0.64210308	0.64006246	0.63803102	0.63600869	0.63399542	0.63199116	0.62999585	0.62800944	0.62603189	0.62406314	0.62210315	0.62015185	0.61820920	0.61627516	0.61434966	0.61243267	0.61052414	0.60862401	0.60673224	0.60484878	0.60297359	0.60110661	0.59924781	0.59739713	0.59555452	0.59371995	0.59189337	0.59007473	0.58826399	0.58646111	0.58466603	0.58287872	0.58109914	0.57932723	0.57756296	0.57580629	0.57405716	0.57231555	0.57058141	0.56885469	0.56713536	0.56542338	0.56371870	0.56202128
mock112	21.28374130	43.87860076	0.00000067	0.00000066	0.00000066	0.00000066	0.00000066	0.00000065	0.00000065	0.00000065	0.00000065	0.00000064	0.00000064	0.00000064	0.00000063	0.00000063	0.00000063	0.00000063	0.00000062	0.00000062	0.00000062	0.00000062	0.00000061	0.00000061	0.00000061	0.00000061	0.00000060	0.00000060	0.00000060	0.00000060	0.00000059	0.00000059	0.00000059	0.00000059	0.00000058	0.00000058	0.00000058	0.00000058	0.00000058	0.00000057	0.00000057	0.00000057	0.00000057	0.00000056	0.00000056	0.00000056	0.00000056	0.00000055	0.00000055	0.00000055	0.00000055	0.00000055	0.00000054	0.00000054	0.00000054	0.00000054	0.00000054	0.00000053	0.00000053	0.00000053	0.00000053	0.00000052	0.00000052	0.00000052	0.00000052	0.00000052	0.00000051	0.00000051	0.00000051	0.00000051	0.00000051	0.00000050	0.00000050	0.00000050	0.00000050	0.00000050	0.00000050	0.00000049	0.00000049	0.00000049	0.00000049	0.00000049	0.00000048	0.00000048	0.00000048	0.00000048	0.00000048	0.00000047	0.00000047	0.00000047	0.00000047	0.00000047	0.00000047	0.00000046	0.00000046	0.00000046	0.00000046	0.00000046	0.00000046	0.00000045	0.00000045	0.00000045
mock113	69.61981044	46.32242636	0.00136703	0.00136124	0.00135548	0.00134976	0.00134406	0.00133840	0.00133277	0.00132717	0.00132160	0.00131606	0.00131056	0.00130508	0.00129964	0.00129423	0.00128884	0.00128349	0.00127816	0.00127287	0.00126760	0.00126237	0.00125716	0.00125198	0.00124683	0.00124171	0.00123661	0.00123155	0.00122651	0.00122150	0.00121651	0.00121156	0.00120663	0.00120172	0.00119685	0.00119200	0.00118717	0.00118238	0.00117760	0.00117286	0.00116814	0.00116344	0.00115877	0.00115413	0.00114951	0.00114491	0.00114034	0.00113579	0.00113127	0.00112677	0.00112230	0.00111785	0.00111342	0.00110902	0.00110463	0.00110028	0.00109594	0.00109163	0.00108734	0.00108307	0.00107883	0.00107461	0.00107041	0.00106623	0.00106207	0.00105794	0.00105383	0.00104973	0.00104566	0.00104161	0.00103758	0.00103358	0.00102959	0.00102562	0.00102168	0.00101775	0.00101384	0.00100996	0.00100609	0.00100224	0.00099842	0.00099461	0.00099082	0.00098705	0.00098330	0.00097957	0.00097586	0.00097217	0.00096849	0.00096484	0.00096120	0.00095758	0.00095398	0.00095040	0.00094683	0.00094329	0.00093976	0.00093625	0.00093275	0.00092928	0.00092582	0.00092237
mock114	96.01859764	17.44412345	6.68317004	6.66785920	6.65260519	6.63740771	6.62226648	6.60718121	6.59215161	6.57717740	6.56225830	6.54739403	6.53258430	6.51782884	6.50312739	6.48847965	6.47388537	6.45934428	6.44485609	6.43042056	6.41603741	6.40170639	6.38742723	6.37319967	6.35902345	6.34489832	6.33082403	6.31680032	6.30282693	6.28890363	6.27503016	6.26120628	6.24743174	6.23370630	6.22002971	6.20640174	6.19282214	6.17929069	6.16580714	6.15237125	6.13898281	6.12564157	6.11234731	6.09909979	6.08589879	6.07274409	6.05963545	6.04657266	6.03355550	6.02058374	6.00765717	5.99477557	5.98193872	5.96914641	5.95639842	5.94369454	5.93103456	5.91841828	5.90584548	5.89331595	5.88082950	5.86838591	5.85598498	5.84362651	5.83131030	5.81903615	5.80680386	5.79461323	5.78246408	5.77035619	5.75828939	5.74626347	5.73427824	5.72233352	5.71042911	5.69856484	5.68674050	5.67495592	5.66321091	5.65150528	5.63983886	5.62821146	5.61662290	5.60507301	5.59356160	5.58208849	5.57065352	5.55925650	5.54789727	5.53657565	5.52529146	5.51404454	5.50283471	5.49166181	5.48052567	5.46942612	5.45836299	5.44733613	5.43634536	5.42539052	5.41447146	5.40358800
mock115	93.79132411	-21.45416983	0.03071502	0.03065965	0.03060445	0.03054943	0.03049459	0.03043993	0.03038544	0.03033113	0.03027699	0.03022302	0.03016922	0.03011560	0.03006214	0.03000886	0.02995574	0.02990279	0.02985001	0.02979740	0.02974495	0.02969267	0.02964055	0.02958860	0.02953681	0.02948518	0.02943371	0.02938240	0.02933125	0.02928027	0.02922944	0.02917876	0.02912825	0.02907789	0.02902769	0.02897764	0.02892775	0.02887801	0.02882842	0.02877899	0.02872971	0.02868058	0.02863159	0.02858276	0.02853408	0.02848555	0.02843716	0.02838892	0.02834083	0.02829288	0.02824508	0.02819742	0.02814990	0.02810253	0.02805530	0.02800822	0.02796127	0.02791447	0.02786780	0.02782128	0.02777489	0.02772865	0.02768254	0.02763656	0.02759073	0.02754503	0.02749946	0.02745403	0.02740874	0.02736358	0.02731855	0.02727365	0.02722889	0.02718426	0.02713975	0.02709538	0.02705114	0.02700703	0.02696305	0.02691919	0.02687546	0.02683186	0.02678839	0.02674504	0.02670181	0.02665872	0.02661574	0.02657289	0.02653017	0.02648756	0.02644508	0.02640272	0.02636049	0.02631837	0.02627637	0.02623450	0.02619274	0.02615110	0.02610958	0.02606818	0.02602689	0.02598573
mock116	10.92883473	51.11634193	23.76368234	23.67354011	23.58386759	23.49466165	23.40591923	23.31763724	23.22981267	23.14244249	23.05552371	22.96905338	22.88302854	22.79744629	22.71230373	22.62759797	22.54332619	22.45948555	22.37607324	22.29308648	22.21052252	22.12837861	22.04665205	21.96534012	21.88444017	21.80394952	21.72386556	21.64418568	21.56490726	21.48602776	21.40754461	21.32945528	21.25175726	21.17444806	21.09752521	21.02098624	20.94482872	20.86905025	20.79364841	20.71862083	20.64396514	20.56967901	20.49576011	20.42220613	20.34901477	20.27618377	20.20371088	20.13159384	20.05983044	19.98841849	19.91735577	19.84664014	19.77626942	19.70624149	19.63655422	19.56720550	19.49819324	19.42951537	19.36116982	19.29315456	19.22546754	19.15810677	19.09107024	19.02435596	18.95796196	18.89188630	18.82612702	18.76068221	18.69554995	18.63072835	18.56621551	18.50200958	18.43810869	18.37451100	18.31121468	18.24821792	18.18551891	18.12311587	18.06100702	17.99919059	17.93766484	17.87642803	17.81547842	17.75481432	17.69443401	17.63433581	17.57451805	17.51497906	17.45571719	17.39673080	17.33801826	17.27957795	17.22140828	17.16350764	17.10587445	17.04850715	16.99140417	16.93456397	16.87798500	16.82166575	16.76560469	16.70980032
mock117	82.80342511	14.99017110	0.47299490	0.47180861	0.47062698	0.46944998	0.46827759	0.46710979	0.46594656	0.46478785	0.46363367	0.46248397	0.46133873	0.46019794	0.45906157	0.45792959	0.45680198	0.45567872	0.45455979	0.45344516	0.45233482	0.45122873	0.45012688	0.44902924	0.44793579	0.44684652	0.44576139	0.44468039	0.44360350	0.44253069	0.44146195	0.44039725	0.43933657	0.43827989	0.43722720	0.43617846	0.43513366	0.43409279	0.43305581	0.43202272	0.43099348	0.42996808	0.42894651	0.42792874	0.42691475	0.42590452	0.42489804	0.42389529	0.42289624	0.42190088	0.42090919	0.41992115	0.41893674	0.41795595	0.41697875	0.41600513	0.41503508	0.41406857	0.41310558	0.41214610	0.41119011	0.41023760	0.40928854	0.40834292	0.40740072	0.40646193	0.40552653	0.40459450	0.40366582	0.40274048	0.40181847	0.40089976	0.39998435	0.39907220	0.39816332	0.39725768	0.39635526	0.39545606	0.39456005	0.39366722	0.39277756	0.39189104	0.39100766	0.39012740	0.38925025	0.38837618	0.38750519	0.38663726	0.38577237	0.38491051	0.38405167	0.38319583	0.38234298	0.38149311	0.38064619	0.37980221	0.37896117	0.37812305	0.37728783	0.37645550	0.37562604	0.37479945
mock118	32.40978353	52.95420317	0.00046816	0.00046696	0.00046576	0.00046457	0.00046338	0.00046220	0.00046102	0.00045985	0.00045868	0.00045752	0.00045636	0.00045521	0.00045406	0.00045292	0.00045178	0.00045064	0.00044951	0.00044838	0.00044726	0.00044614	0.00044503	0.00044392	0.00044281	0.00044171	0.00044061	0.00043952	0.00043843	0.00043735	0.00043627	0.00043519	0.00043412	0.00043305	0.00043199	0.00043093	0.00042988	0.00042882	0.00042778	0.00042673	0.00042569	0.00042466	0.00042363	0.00042260	0.00042158	0.00042056	0.00041954	0.00041853	0.00041752	0.00041651	0.00041551	0.00041452	0.00041352	0.00041253	0.00041155	0.00041056	0.00040959	0.00040861	0.00040764	0.00040667	0.00040571	0.00040475	0.00040379	0.00040283	0.00040188	0.00040094	0.00039999	0.00039905	0.00039812	0.00039718	0.00039625	0.00039533	0.00039440	0.00039349	0.00039257	0.00039166	0.00039075	0.00038984	0.00038894	0.00038804	0.00038714	0.00038625	0.00038536	0.00038447	0.00038359	0.00038271	0.00038183	0.00038095	0.00038008	0.00037921	0.00037835	0.00037749	0.00037663	0.00037577	0.00037492	0.00037407	0.00037322	0.00037238	0.00037154	0.00037070	0.00036986	0.00036903
mock119	119.71342454	-7.93493360	0.00299231	0.00298260	0.00297293	0.00296331	0.00295374	0.00294420	0.00293472	0.00292528	0.00291588	0.00290652	0.00289721	0.00288794	0.00287871	0.00286953	0.00286039	0.00285129	0.00284223	0.00283321	0.00282423	0.00281530	0.00280640	0.00279755	0.00278873	0.00277996	0.00277123	0.00276253	0.00275387	0.00274526	0.00273668	0.00272814	0.00271964	0.00271117	0.00270275	0.00269436	0.00268601	0.00267770	0.00266942	0.00266118	0.00265298	0.00264481	0.00263668	0.00262859	0.00262053	0.00261250	0.00260452	0.00259656	0.00258865	0.00258076	0.00257291	0.00256510	0.00255732	0.00254957	0.00254186	0.00253418	0.00252653	0.00251892	0.00251134	0.00250379	0.00249628	0.00248880	0.00248135	0.00247393	0.00246654	0.00245919	0.00245187	0.00244458	0.00243732	0.00243009	0.00242289	0.00241572	0.00240858	0.00240148	0.00239440	0.00238735	0.00238034	0.00237335	0.00236639	0.00235946	0.00235256	0.00234569	0.00233885	0.00233204	0.00232525	0.00231850	0.00231177	0.00230507	0.00229840	0.00229176	0.00228514	0.00227855	0.00227199	0.00226545	0.00225895	0.00225247	0.00224601	0.00223959	0.00223318	0.00222681	0.00222046	0.00221414
mock120	19.30104683	28.86771496	0.16746758	0.16677976	0.16609574	0.16541550	0.16473900	0.16406622	0.16339714	0.16273172	0.16206995	0.16141180	0.16075725	0.16010626	0.15945883	0.15881491	0.15817449	0.15753754	0.15690404	0.15627397	0.15564730	0.15502401	0.15440408	0.15378749	0.15317420	0.15256421	0.15195748	0.15135400	0.15075374	0.15015668	0.14956280	0.14897208	0.14838450	0.14780004	0.14721868	0.14664038	0.14606515	0.14549295	0.14492376	0.14435757	0.14379436	0.14323410	0.14267678	0.14212237	0.14157086	0.14102223	0.14047646	0.13993353	0.13939343	0.13885612	0.13832161	0.13778986	0.13726086	0.13673459	0.13621103	0.13569018	0.13517200	0.13465648	0.13414361	0.13363336	0.13312573	0.13262069	0.13211822	0.13161832	0.13112096	0.13062613	0.13013381	0.12964399	0.12915665	0.12867177	0.12818934	0.12770934	0.12723176	0.12675658	0.12628379	0.12581337	0.12534531	0.12487959	0.12441620	0.12395513	0.12349635	0.12303985	0.12258562	0.12213365	0.12168393	0.12123642	0.12079114	0.12034805	0.11990715	0.11946842	0.11903185	0.11859743	0.11816514	0.11773497	0.11730690	0.11688093	0.11645704	0.11603522	0.11561545	0.11519773	0.11478204	0.11436836
mock121	53.40628905	25.40434464	0.00667460	0.00664680	0.00661915	0.00659166	0.00656432	0.00653713	0.00651010	0.00648321	0.00645647	0.00642988	0.00640344	0.00637714	0.00635099	0.00632498	0.00629912	0.00627339	0.00624781	0.00622236	0.00619706	0.00617189	0.00614686	0.00612197	0.00609721	0.00607259	0.00604809	0.00602374	0.00599951	0.00597541	0.00595144	0.00592761	0.00590389	0.00588031	0.00585685	0.00583352	0.00581032	0.00578723	0.00576427	0.00574143	0.00571872	0.00569612	0.00567364	0.00565128	0.00562904	0.00560692	0.00558492	0.00556303	0.00554125	0.00551959	0.00549804	0.00547661	0.00545528	0.00543407	0.00541297	0.00539198	0.00537110	0.00535032	0.00532966	0.00530910	0.00528864	0.00526830	0.00524805	0.00522792	0.00520788	0.00518795	0.00516812	0.00514839	0.00512877	0.00510924	0.00508981	0.00507048	0.00505125	0.00503212	0.00501309	0.00499415	0.00497531	0.00495656	0.00493791	0.00491935	0.00490088	0.00488251	0.00486423	0.00484605	0.00482795	0.00480994	0.00479203	0.00477420	0.00475646	0.00473881	0.00472125	0.00470378	0.00468639	0.00466909	0.00465187	0.00463474	0.00461769	0.00460073	0.00458385	0.00456706	0.00455034	0.00453371
mock122	24.49891749	23.37680692	4.94155976	4.92741037	4.91332158	4.89929305	4.88532442	4.87141536	4.85756554	4.84377461	4.83004224	4.81636811	4.80275188	4.78919322	4.77569182	4.76224736	4.74885950	4.73552794	4.72225236	4.70903244	4.69586788	4.68275838	4.66970361	4.65670328	4.64375709	4.63086473	4.61802591	4.60524033	4.59250771	4.57982773	4.56720013	4.55462460	4.54210087	4.52962865	4.51720766	4.50483761	4.49251823	4.48024925	4.46803038	4.45586137	4.44374192	4.43167179	4.41965070	4.40767838	4.39575457	4.38387902	4.37205145	4.36027162	4.34853927	4.33685414	4.32521597	4.31362452	4.30207955	4.29058079	4.27912800	4.26772095	4.25635938	4.24504306	4.23377174	4.22254519	4.21136317	4.20022545	4.18913179	4.17808196	4.16707573	4.15611287	4.14519315	4.13431635	4.12348224	4.11269061	4.10194122	4.09123386	4.08056831	4.06994436	4.05936178	4.04882036	4.03831989	4.02786016	4.01744096	4.00706207	3.99672330	3.98642443	3.97616526	3.96594559	3.95576521	3.94562392	3.93552153	3.92545782	3.91543262	3.90544572	3.89549692	3.88558604	3.87571288	3.86587724	3.85607895	3.84631781	3.83659363	3.82690623	3.81725542	3.80764102	3.79806285	3.78852072
